Zip,Latitude,Longitude
41749,37.19766,-83.41011
45671,38.96821,-83.24146
49849,46.43127,-87.75311
50115,41.68714,-94.55865
52205,42.11853,-91.28537
54405,44.96139,-90.28741
58428,46.84846,-99.7515
93510,34.46514,-118.21418
95843,38.71546,-121.36338
62624,40.15442,-90.36199
64477,39.57363,-94.45624
64832,37.33984,-94.57194
64874,36.75832,-94.05496
66754,38.00529,-94.88538
70461,30.23554,-89.71583
70757,30.48852,-91.51873
71438,31.11376,-92.82478
75234,32.92366,-96.89042
76305,33.99942,-98.3939
78046,27.37485,-99.34941
84032,40.36183,-111.2011
84660,40.06445,-111.56862
1010,42.12863,-72.20624
1525,42.10683,-71.63236
2330,41.87389,-70.75635
3070,42.97734,-71.68637
7821,40.96469,-74.74995
12052,42.75397,-73.47861
12491,41.96747,-74.13696
14132,43.14932,-78.8777
17565,39.89864,-76.33183
18229,40.93059,-75.67677
29003,33.24056,-81.01545
30705,34.75017,-84.74898
7032,40.75373,-74.12032
11719,40.78075,-72.91071
12726,41.69411,-74.97726
13756,42.00622,-75.10093
20560,38.88824,-77.02596
22206,38.84412,-77.08891
25634,37.73097,-81.84809
28012,35.21042,-81.04074
28651,36.27221,-81.2849
29927,32.23044,-81.04402
30070,33.57416,-83.89538
30337,33.64005,-84.45006
32571,30.67981,-87.19822
39046,32.63195,-89.98542
41655,37.50502,-82.72489
42436,37.41444,-87.57033
43341,40.5964,-83.3153
43467,41.24321,-83.48382
48158,42.15601,-84.03098
48611,43.63183,-84.09311
48726,43.60769,-83.16911
49027,42.34805,-86.06872
50666,42.86442,-92.50692
53948,43.77532,-90.04816
55065,44.54689,-93.01637
55734,47.3576,-92.47242
60469,41.62825,-87.68712
62870,38.63495,-89.05107
65486,38.10081,-92.31281
66946,39.96671,-97.00688
68654,41.06673,-97.78414
71001,32.59461,-92.89717
73009,35.2861,-98.36362
74054,36.2753,-96.3475
75932,31.05408,-93.60988
76837,31.2208,-99.89593
76957,31.3722,-100.30507
79094,34.85075,-101.52674
79904,31.85287,-106.44647
85050,33.68633,-111.99631
85172,32.88608,-111.95379
92113,32.69602,-117.11817
93633,36.79306,-118.72273
24558,36.77421,-78.95416
24581,37.6575,-78.80464
25106,38.78321,-82.08843
25651,37.5713,-81.97213
26155,39.63218,-80.76541
27816,36.10682,-78.07056
30621,33.80441,-83.48398
7920,40.6784,-74.56296
59043,45.52619,-106.6504
59722,46.36252,-112.76562
62823,38.51962,-88.43942
65066,38.34963,-91.48834
70519,30.08019,-91.89741
72827,34.87665,-93.61671
74070,36.38838,-96.07447
75238,32.87853,-96.70782
77363,30.32935,-95.85388
80835,39.20787,-104.07995
82242,42.69459,-104.1093
85347,32.79743,-113.78962
2814,41.89875,-71.69752
6060,42.00702,-72.84569
12789,41.70682,-74.57042
13690,44.11593,-75.01035
14130,42.55599,-78.14771
18070,40.43217,-75.53529
24612,37.09338,-81.83828
27871,35.8111,-77.26213
31050,32.73728,-83.94247
652,18.45542,-66.60635
683,18.10998,-67.0373
767,18.07052,-65.89606
4781,47.14457,-68.60948
5868,44.89457,-72.37739
6754,41.7718,-73.35798
7751,40.3626,-74.2591
8012,39.78429,-75.05528
8609,40.22595,-74.74081
15542,39.87569,-79.07152
15656,40.64637,-79.62207
21230,39.2663,-76.62243
21545,39.70093,-78.86373
60541,41.51664,-88.52541
61610,40.6429,-89.59867
62334,40.3879,-91.24059
62618,39.98678,-90.40075
65041,38.64269,-91.4766
65470,37.54423,-92.40018
66423,38.84864,-96.1365
66520,39.41153,-96.61702
66712,37.56379,-94.7178
67437,39.5112,-98.55543
67601,38.8776,-99.34833
70031,29.94194,-90.29591
73102,35.47077,-97.51894
73757,36.28737,-97.45643
85362,34.27995,-112.83475
31738,31.00958,-83.87305
38635,34.76809,-89.48171
43533,41.69143,-84.08253
44703,40.81052,-81.38138
45248,39.16433,-84.66255
45340,40.37192,-84.04744
47247,39.05961,-85.88811
47394,40.16903,-84.98723
48082,42.52703,-82.88713
48328,42.64382,-83.35626
50516,42.62335,-94.1365
52655,40.84804,-91.21327
56096,44.24278,-93.59757
96016,40.91155,-121.52318
97065,45.59894,-120.65763
50647,42.64885,-92.48336
52070,42.0816,-90.2185
52155,43.41479,-92.29668
53801,42.92505,-91.06963
54853,45.57001,-92.44633
55054,44.57008,-93.35029
55602,47.34149,-91.87954
57562,43.89385,-100.95269
57758,44.97064,-102.69678
57772,43.50735,-102.52564
23009,37.81386,-77.18737
26818,39.07495,-79.03425
27349,35.89843,-79.41629
27872,36.19493,-77.2603
28521,34.8245,-77.7376
30105,34.47183,-85.16109
30451,32.39069,-81.95219
30541,34.91288,-84.53909
30733,34.41611,-85.04399
37656,36.39878,-82.62985
37724,36.54689,-83.70098
43437,41.2537,-83.60238
44065,41.46337,-81.24302
72383,34.49101,-91.0396
74946,35.3917,-94.45244
79772,31.42541,-103.62296
79916,31.81397,-106.41816
85634,32.03149,-112.00653
86020,35.99215,-111.50372
38588,36.45833,-85.72126
39652,31.11253,-90.47403
41855,37.19069,-82.78512
47338,40.3399,-85.3409
48837,42.74646,-84.7684
49272,42.39405,-84.34663
52349,42.17237,-92.00562
61279,41.32053,-90.72682
63474,40.35129,-91.89949
64401,39.63329,-94.71731
72202,34.74687,-92.26485
76011,32.75425,-97.08253
78577,26.15047,-98.19104
79556,32.45431,-100.36401
79770,31.86396,-103.92971
80223,39.69617,-105.00186
84780,37.12645,-113.49026
5048,43.58199,-72.4237
11941,40.82973,-72.72839
13659,43.73818,-75.87133
17044,40.57841,-77.59429
18211,40.74377,-75.82539
18252,40.77236,-75.97612
18950,40.44282,-75.07147
24411,38.10519,-79.3111
24597,36.78531,-79.10954
25567,38.21875,-81.87585
25870,37.62509,-81.38752
27928,35.82883,-76.43415
29142,33.46347,-80.52511
29727,34.71431,-80.26826
30014,33.57828,-83.82048
90744,33.77865,-118.26167
97429,42.96834,-123.06351
98498,47.16231,-122.55452
99581,62.78177,-164.53347
1952,42.84654,-70.86162
4450,44.91605,-68.92801
17815,41.01702,-76.42381
18015,40.59008,-75.37082
18101,40.6027,-75.46925
18453,41.75457,-75.36203
23891,37.05082,-77.21243
24847,37.57795,-81.41541
29030,33.58113,-80.65351
29733,34.93971,-81.03192
29860,33.60279,-81.97479
91335,34.20105,-118.54067
91362,34.19336,-118.81868
95429,39.72746,-123.29603
32713,28.88538,-81.32522
33308,26.18975,-80.10844
39189,32.605,-89.3989
48607,43.43177,-83.9338
49863,45.61329,-87.55149
52247,41.51488,-91.71884
52594,40.8357,-92.64972
56167,43.55154,-95.40261
56473,46.36069,-94.48958
57651,45.5094,-103.1002
33405,26.66772,-80.05821
35543,34.2242,-87.75005
42404,37.47709,-87.83306
46554,41.56256,-86.41897
48064,42.76719,-82.67231
48820,42.86302,-84.5929
49107,41.84578,-86.41376
49893,45.29686,-87.59794
51551,40.99208,-95.58941
57465,45.14218,-98.68102
60961,41.10651,-88.23084
62612,39.88949,-90.06698
63471,39.92478,-91.50729
73569,33.93793,-97.80531
76852,31.35939,-99.4509
32819,28.4559,-81.47105
37363,35.11406,-85.06431
38257,36.46034,-88.8741
42726,37.42496,-86.14914
44012,41.49453,-82.01602
44106,41.50628,-81.60683
44867,41.14708,-82.98823
45622,39.37557,-82.49937
47016,39.37668,-84.88702
47665,38.27881,-87.72268
5341,42.96365,-72.79678
5445,44.30945,-73.22162
7041,40.72308,-74.30068
13202,43.04381,-76.15068
16729,41.96243,-78.47598
24090,37.52293,-79.88824
25235,38.66862,-81.09437
26055,39.75481,-80.77544
27890,36.41525,-77.59078
28374,35.19759,-79.46247
28385,35.04525,-78.49749
29664,34.86596,-83.1582
29923,32.85956,-81.24639
30149,34.31033,-85.22535
93614,37.20791,-119.73322
93648,36.62061,-119.52077
95685,38.43107,-120.76783
97625,42.31485,-121.58099
31088,32.58286,-83.64841
31635,31.10395,-83.05415
33547,27.7763,-82.13381
36279,33.87338,-85.88408
36522,31.09178,-88.27135
37181,36.24481,-87.48181
40312,37.85237,-83.93091
43739,39.90779,-82.28878
44818,41.00036,-82.99593
45171,39.01455,-83.79884
45710,39.19803,-82.22951
49010,42.53463,-85.87431
50535,42.45253,-95.16234
53048,43.57945,-88.45134
55973,43.80626,-92.77284
58009,47.32765,-97.24662
37332,35.59543,-84.97315
45634,39.17982,-82.48627
60920,41.02926,-88.30496
61320,41.35459,-89.17042
63053,38.3666,-90.36394
63880,36.32723,-90.0251
68333,40.6233,-96.94775
73552,34.63299,-98.7567
76955,31.28953,-100.15274
88119,34.32303,-104.40797
4629,44.42822,-68.5176
54216,44.43696,-87.58065
56326,46.02287,-95.68728
56651,47.43874,-95.62106
58273,48.29608,-97.66853
98438,47.13163,-122.49706
58762,48.67302,-100.94159
61257,41.59054,-90.22275
62009,39.09108,-89.7984
63458,39.99237,-92.02156
63877,36.07563,-89.85708
64654,39.83446,-93.77259
66090,39.78557,-94.9732
71023,32.47804,-93.40681
71104,32.48494,-93.73252
71468,31.48116,-93.14764
72005,35.54,-91.07153
72635,36.31793,-92.48775
73114,35.5789,-97.5177
77086,29.91819,-95.49109
77090,30.00866,-95.44393
86343,34.19336,-112.29585
87511,36.10226,-105.92584
1560,42.17496,-71.67763
4073,43.41338,-70.74238
7009,40.85651,-74.22874
8872,40.46429,-74.33722
10474,40.81066,-73.8844
4736,46.91531,-68.02117
5035,43.60153,-72.68757
13333,42.83368,-74.82328
13838,42.28573,-75.39269
14127,42.75176,-78.74377
14589,43.24008,-77.17253
18517,41.39461,-75.71365
19475,40.17046,-75.60067
22315,38.756,-77.15058
28773,35.25648,-82.31353
29212,34.07791,-81.19934
61239,41.48605,-90.38758
62943,37.35639,-88.74774
65479,37.33026,-91.62935
66534,39.88472,-95.83668
67352,37.35616,-96.08455
72060,35.08408,-91.60119
2466,42.34412,-71.24806
3785,44.06393,-71.89424
6242,41.89298,-72.09518
7876,40.85332,-74.65575
8533,40.07112,-74.49366
11953,40.88593,-72.95064
12168,42.56099,-73.38082
14544,42.75658,-77.24347
19017,39.8909,-75.4644
20714,38.72222,-76.54613
21224,39.28184,-76.54131
23503,36.94728,-76.26289
24347,36.96183,-80.65565
25133,38.47715,-81.12929
27023,36.09096,-80.45048
28543,34.73361,-77.3788
29684,34.3803,-82.72663
36089,32.15112,-85.70046
36855,33.03163,-85.30253
37665,36.57882,-82.5705
38927,34.13076,-90.025
39330,32.18563,-88.85772
41317,37.44763,-83.18915
43912,40.08805,-80.79447
45769,39.10645,-82.04824
47955,40.19632,-86.86181
48397,42.49501,-83.04105
48509,43.02616,-83.60528
49829,45.76353,-87.15961
50458,43.16088,-93.00756
54556,45.53563,-90.29965
57469,44.86139,-98.57443
66218,39.01651,-94.81779
74082,36.45047,-95.88155
76058,32.46693,-97.42394
77954,29.09675,-97.28269
98563,47.20859,-123.60306
47683,38.27618,-87.37737
48760,43.32116,-83.25754
50842,41.03987,-94.4618
58231,48.20015,-97.82625
32958,27.79374,-80.49117
38672,34.93787,-89.94861
48701,43.58606,-83.54525
57243,44.91279,-97.41939
12944,44.45067,-73.51227
14816,42.19533,-76.73129
19508,40.26378,-75.8416
20794,39.15014,-76.78898
61568,40.50538,-89.47868
63131,38.61747,-90.4442
67334,37.02382,-96.17735
74006,36.71433,-95.89225
75645,32.68749,-94.87405
76707,31.55371,-97.15818
87401,36.74121,-108.17992
92308,34.425,-117.15998
96028,41.01058,-121.47205
97859,45.52907,-118.42136
98357,48.33199,-124.62847
4479,45.12757,-69.30704
39665,31.63787,-90.21402
41129,38.32031,-82.63988
44112,41.53569,-81.57368
47467,38.7681,-86.34444
48307,42.65958,-83.12322
48383,42.65789,-83.53215
48652,43.85571,-84.20511
48723,43.4856,-83.387
49848,45.37829,-87.63642
49948,46.72151,-89.01733
50107,42.03835,-94.22474
53178,43.02247,-88.59833
53933,43.5731,-88.88294
54738,44.59184,-91.48015
55910,44.13295,-91.97332
56295,45.04119,-95.83406
58501,46.81868,-100.70201
59914,47.85966,-114.28323
65616,36.66901,-93.2481
67864,37.17639,-100.31692
68729,42.47079,-97.90434
70662,30.79888,-92.99766
72324,35.38816,-90.78199
75127,32.69116,-95.79336
77339,30.04931,-95.22132
77460,29.39744,-96.38451
80498,39.77488,-106.22716
87106,35.0582,-106.6216
59874,47.80341,-115.62681
60171,41.92507,-87.83843
61274,41.36857,-90.27707
63636,37.29551,-90.57778
63730,37.09789,-89.91708
80016,39.59971,-104.70728
81647,39.62108,-107.5542
83643,44.63046,-116.44398
84013,40.29589,-112.09228
87007,35.03773,-107.50292
87530,36.34928,-106.19133
88421,35.29834,-104.48127
99602,62.18471,-159.84482
7442,41.00247,-74.28578
13827,42.11192,-76.2546
15026,40.51077,-80.36
15635,40.349,-79.499
17319,40.16042,-76.7941
21767,39.69722,-77.74729
26601,38.62919,-80.6564
26716,39.26122,-79.52098
27704,36.04174,-78.83035
29138,34.04454,-81.77281
29330,35.05434,-81.8049
90042,34.11462,-118.19202
92655,33.74514,-117.98493
93553,34.42244,-117.90553
93219,35.87439,-119.28097
95726,38.80334,-120.51647
95821,38.6259,-121.3845
97227,45.54429,-122.67855
34119,26.26653,-81.71461
34221,27.57703,-82.54383
35457,33.29618,-87.7737
43135,39.46644,-82.69757
45305,39.63474,-84.07969
47550,38.06463,-86.92632
48137,42.46219,-84.0736
48374,42.47081,-83.52386
48411,42.93608,-83.53083
50321,41.53945,-93.67288
58335,47.98109,-99.02636
960,18.41701,-66.14444
1095,42.12764,-72.42993
2893,41.69855,-71.51538
5476,44.96308,-72.64117
11756,40.72543,-73.51654
15110,40.37319,-79.85012
20260,38.88368,-77.02504
60020,42.39199,-88.17751
60029,42.05926,-87.77837
60426,41.61032,-87.65341
60559,41.79401,-87.97484
61485,41.02165,-90.09835
62273,38.78677,-89.58388
62321,40.4085,-91.10393
62347,39.86596,-91.08897
63820,36.82421,-89.32559
64767,37.75003,-94.20064
64788,38.42971,-94.02696
65619,37.12118,-93.38943
68124,41.23528,-96.05163
68652,41.86969,-98.05189
70343,29.54813,-90.55717
70658,30.52867,-93.0476
74469,35.49515,-95.30809
38862,34.16941,-88.62123
39092,32.31614,-89.37365
41566,37.40347,-82.2015
47177,38.60072,-85.78269
48097,43.126,-82.8295
50201,42.03506,-93.44454
52203,41.81227,-91.88652
90221,33.88614,-118.20595
98631,46.38858,-124.03692
99124,47.9999,-118.95282
7105,40.72288,-74.13883
2474,42.42026,-71.15651
2863,41.89005,-71.39344
14513,43.07279,-77.09532
17023,40.58425,-76.81627
17948,40.84075,-76.11385
17981,40.63435,-76.39047
18332,41.08952,-75.262
19977,39.29628,-75.55079
26033,39.83105,-80.5774
28460,34.53297,-77.424
65440,37.61185,-91.17846
67427,38.49619,-98.39756
66106,39.06661,-94.70296
68653,41.55523,-97.48529
68842,41.56757,-98.50057
72715,36.46538,-94.30641
31401,32.07468,-81.08892
75042,32.9139,-96.67493
76272,33.46625,-97.12889
32806,28.51227,-81.36056
77328,30.39628,-95.19391
77511,29.38147,-95.24204
78622,29.75402,-97.77606
43060,40.21996,-83.57248
83119,42.64397,-110.98825
83286,42.05319,-112.01483
85640,31.5619,-111.04936
85749,32.28951,-110.73178
45115,38.82411,-83.69909
89010,37.77764,-118.08391
2367,41.96345,-70.80973
2861,41.87853,-71.35227
49749,45.41967,-84.57446
5457,44.97097,-72.91336
11935,41.01796,-72.48929
12475,42.0152,-74.01543
12977,44.28018,-74.07955
14047,42.68585,-78.99348
14103,43.21227,-78.37666
56117,43.52855,-95.68531
17257,40.04912,-77.49141
19506,40.45959,-76.12575
22827,38.41139,-78.59939
24095,37.22324,-79.73811
30520,34.337,-83.08673
58480,46.95327,-98.26049
7059,40.63237,-74.51459
10911,41.31682,-74.0031
18419,41.58581,-75.79094
20886,39.1798,-77.19344
25314,38.30584,-81.65057
59062,45.0903,-106.14997
60441,41.59297,-88.05077
61354,41.3279,-89.14278
62286,38.11832,-89.7144
62324,39.99244,-90.95898
62447,39.31548,-88.44446
62477,39.23695,-87.66291
62821,38.07341,-88.13264
64035,39.2949,-93.80948
67345,37.37753,-96.20238
68791,41.99204,-96.93641
70456,30.78983,-90.50598
30903,33.49014,-82.16265
93245,36.29517,-119.82871
10044,40.76166,-73.95017
10462,40.84269,-73.8586
12183,42.74743,-73.69256
15841,41.26294,-78.52986
17870,40.81313,-76.88654
20860,39.14839,-77.02845
23601,37.05863,-76.46392
29630,34.74024,-82.79867
30707,34.77638,-85.36037
31707,31.58832,-84.20749
33470,26.72708,-80.32037
38767,34.14049,-90.78472
43516,41.2179,-83.91492
50556,43.45256,-94.1961
52801,41.52076,-90.57451
55119,44.93794,-93.00936
56151,44.0324,-95.92804
56758,48.46661,-96.51583
58781,48.0211,-101.12696
61301,41.39484,-89.08042
61730,40.53249,-88.72938
62640,39.4339,-89.80523
63105,38.64432,-90.32833
63350,38.89938,-91.36097
63650,37.61629,-90.63141
66603,39.05745,-95.67588
67876,37.86154,-99.73664
68854,41.00843,-98.00044
72517,36.13231,-91.9732
79124,35.26275,-101.9691
80222,39.67104,-104.92791
84033,40.98567,-111.50109
88254,32.60872,-104.4489
92804,33.81826,-117.97506
93063,34.3046,-118.68443
95010,36.97722,-121.95476
95817,38.55059,-121.45643
95954,39.89153,-121.58525
22729,38.37307,-78.01428
99750,67.73135,-164.54955
92866,33.78463,-117.84471
94582,37.76349,-121.91537
94950,38.02486,-122.75993
95427,39.24419,-123.56352
96921,13.45902,144.79397
32332,30.61005,-84.66868
33629,27.92192,-82.51005
35645,34.90185,-87.50088
37406,35.07224,-85.24555
38619,34.51446,-89.84234
42565,37.15503,-84.89352
43026,40.02276,-83.1855
43070,40.21577,-83.95792
44443,40.9244,-80.59836
45624,39.17024,-83.3469
46747,41.55989,-85.15349
47454,38.51759,-86.45591
48453,43.34412,-83.03193
49288,41.73466,-84.42999
49905,47.12377,-88.71648
49920,46.15512,-88.29236
50014,42.04855,-93.69449
50672,42.4252,-93.0632
54440,44.80885,-89.38629
67031,37.40166,-97.64047
68164,41.29905,-96.10955
68761,42.05446,-97.96181
70538,29.76614,-91.58223
70548,29.80528,-92.40555
70719,30.3769,-91.28986
71426,31.4989,-93.45992
73043,35.73424,-98.39719
73718,36.22232,-98.17033
73755,36.13483,-98.57157
75556,33.16112,-94.06127
75603,32.39854,-94.70911
77030,29.70628,-95.40258
77433,29.94911,-95.73923
78009,29.35732,-98.88667
78222,29.36614,-98.37783
78410,27.83848,-97.59655
78619,30.11222,-98.03327
79920,31.82482,-106.4517
82243,41.9945,-104.4275
83650,42.848,-116.63716
84318,41.80258,-111.81368
98620,45.87202,-120.77468
99645,61.6303,-148.98707
33761,28.03095,-82.72396
33917,26.73578,-81.84351
36540,31.44549,-87.66859
38352,35.53163,-88.53216
39553,30.41322,-88.64751
41739,37.32532,-83.12149
44683,40.35284,-81.32318
45380,40.24335,-84.51429
48073,42.5192,-83.16436
50266,41.56942,-93.79934
54761,44.6305,-92.18001
55021,44.29978,-93.27718
56016,43.76364,-93.34549
56125,44.05821,-95.55287
56350,46.31575,-93.23493
58479,47.0953,-98.18466
62281,38.70442,-89.78181
62554,39.94902,-88.87146
64863,36.55556,-94.58445
66743,37.50758,-94.88816
68063,41.73059,-96.49563
70774,30.20762,-90.77383
74945,35.59721,-94.80933
78419,27.69491,-97.26889
78633,30.74198,-97.75432
78726,30.42949,-97.84206
84414,41.32192,-111.9762
85019,33.50918,-112.14299
87501,35.74235,-105.84143
2379,42.02139,-71.02669
2553,41.71336,-70.61883
4686,44.98542,-67.69916
4765,46.15346,-68.62626
10460,40.84172,-73.87956
12063,42.56505,-73.63758
14105,43.19782,-78.48395
14820,42.19226,-77.35933
19802,39.75678,-75.52898
26627,38.75354,-80.60122
28280,35.22633,-80.84309
28774,35.09142,-82.99513
44092,41.598,-81.46842
46818,41.14786,-85.25018
49060,42.42654,-85.39533
49103,41.94691,-86.37641
50560,42.96058,-94.10802
55454,44.96966,-93.2422
57220,44.46796,-96.92042
57349,44.03028,-97.57578
90290,34.09588,-118.60707
91505,34.17478,-118.34681
92354,34.04977,-117.25154
97330,44.63646,-123.27657
34498,29.03287,-82.73375
35647,34.96594,-87.12179
44024,41.57663,-81.19262
45669,38.49429,-82.35534
49866,46.52135,-87.57875
50650,42.61899,-91.65459
53227,42.99555,-88.04252
54448,44.93371,-89.83362
93445,35.03049,-120.62024
99011,47.61883,-117.64812
91387,34.39878,-118.37319
93723,36.78624,-119.95324
98327,47.10126,-122.66074
59046,46.4014,-109.00853
59901,48.22816,-114.38225
61734,40.37344,-89.5265
62336,40.46814,-91.17146
63030,38.12778,-90.74521
65063,38.72442,-92.08671
67843,37.73029,-99.93688
73433,34.62413,-97.40671
77611,30.0132,-93.82257
78016,29.18359,-98.96602
79065,35.54207,-100.8998
79379,33.51066,-102.64637
83545,46.42889,-116.42458
2131,42.2847,-71.12652
15341,39.82528,-80.34412
19025,40.14644,-75.16198
23023,37.77866,-76.95957
25081,38.08728,-81.77283
29596,34.74341,-79.83794
30477,32.8613,-82.40011
32656,29.81498,-81.95605
77976,28.95449,-97.12272
79018,35.69549,-102.38629
80860,38.6911,-105.08655
80908,39.04771,-104.68949
95449,38.94221,-123.10135
98813,48.01416,-119.60655
31561,31.20231,-81.33709
33483,26.46118,-80.06378
35068,33.60745,-86.83098
37843,36.00787,-83.05135
45843,40.78156,-83.53505
1844,42.73401,-71.18889
10989,41.12464,-73.93617
11411,40.694,-73.73619
13488,42.691,-74.74894
14111,42.58254,-78.9008
14516,43.20068,-76.91599
14731,42.3005,-78.65037
14803,42.2543,-77.78687
14886,42.50471,-76.68977
15631,40.08746,-79.58534
16412,41.88323,-80.16634
18248,40.89323,-76.10742
18977,40.28725,-74.88067
21117,39.4271,-76.77713
22716,38.62574,-78.11034
25511,38.02952,-82.35244
26275,38.9768,-79.95058
30071,33.93943,-84.20594
59728,46.51578,-112.41988
61416,40.49921,-90.56299
62326,40.41725,-90.81333
62517,39.59127,-89.43097
64137,38.93525,-94.54269
64424,40.26243,-94.03596
66060,39.41839,-95.33215
68147,41.1761,-95.95671
73620,35.61363,-99.01516
74951,35.17041,-94.65564
77703,30.12828,-94.1174
78609,30.76314,-98.44875
82435,44.82008,-108.93824
95369,37.53346,-120.43175
95387,37.50588,-121.32775
95558,40.2961,-124.23457
95965,39.5947,-121.59608
96044,41.94084,-122.52007
33437,26.51176,-80.14902
36738,32.42661,-87.6193
38601,34.48202,-89.43964
40143,37.78114,-86.50881
42170,36.84425,-86.57625
44614,40.88707,-81.58627
48642,43.70615,-84.22942
53023,43.78226,-88.10641
56093,44.06461,-93.51471
56136,44.50245,-96.3969
8064,39.95758,-74.63366
59038,46.19039,-107.22703
62918,37.79,-89.08769
63629,37.41515,-91.23542
66214,38.9638,-94.71418
72003,34.38592,-91.39779
73550,34.69155,-99.90224
74857,35.34012,-97.19639
74948,35.46558,-94.56103
75065,33.11093,-97.0119
29436,33.31862,-80.18464
30052,33.81581,-83.8947
30460,32.41897,-81.78152
35744,34.61216,-85.90673
38544,36.11987,-85.66489
43240,40.14545,-82.98172
44306,41.03937,-81.4832
48850,43.43784,-85.25416
52325,41.57949,-91.92401
52632,40.43915,-91.44079
56541,47.1588,-96.13092
56626,47.33949,-94.24502
57766,43.39823,-103.20234
58369,48.94814,-99.79911
58467,46.88114,-99.33368
1585,42.24153,-72.16193
4674,44.29472,-68.4107
8023,39.68741,-75.49759
12570,41.61935,-73.67232
13628,44.0316,-75.68246
13682,43.84193,-75.8901
18936,40.22398,-75.23102
20632,38.43207,-76.95195
20876,39.20789,-77.23298
59411,48.87269,-113.40785
60966,40.75153,-87.58315
63535,40.56892,-92.65856
65777,36.52287,-91.99016
66720,37.64837,-95.4598
67062,38.14519,-97.43709
67748,39.04078,-100.85279
72067,35.5646,-92.15825
72722,36.34181,-94.46275
74127,36.17895,-96.04534
75150,32.81577,-96.63039
77830,30.52414,-96.01185
78377,28.35557,-97.15776
78944,30.00044,-96.498
79381,33.32286,-101.7652
82520,42.6905,-108.62851
84627,39.35416,-111.56517
85296,33.33539,-111.74059
89148,36.0588,-115.31039
96751,22.10489,-159.30252
98166,47.45281,-122.3501
44721,40.89412,-81.32837
47320,40.27874,-85.26668
48610,44.12834,-84.17435
48633,43.93715,-84.93121
50006,42.51425,-93.39912
60014,42.23203,-88.32731
60929,40.87497,-88.28915
61771,40.70928,-89.14117
62846,38.14642,-88.87024
63112,38.65892,-90.28272
67052,37.6582,-97.57571
67520,38.58583,-99.1829
28443,34.43991,-77.67196
10271,40.70824,-74.01054
11954,41.04652,-71.94662
12302,42.88182,-73.98204
12986,44.23209,-74.49055
16049,41.09663,-79.67259
16693,40.4727,-78.21444
23410,37.63348,-75.73962
23523,36.83255,-76.272
28693,36.46954,-81.56252
29370,34.37085,-81.96724
29569,34.0329,-78.90523
35546,33.60722,-87.54901
38311,35.43642,-88.10553
39204,32.26813,-90.2269
43724,39.73278,-81.51487
53809,42.99378,-90.63365
59474,48.51891,-111.73779
60912,40.97003,-87.59935
65301,38.69843,-93.22615
70501,30.23973,-91.99045
72141,35.51822,-92.67973
73481,34.43636,-97.5218
74339,36.93398,-94.87974
78203,29.41507,-98.45918
82321,41.17809,-107.76322
95453,39.04561,-122.93731
32355,30.17164,-84.20722
34207,27.43754,-82.58013
35215,33.6492,-86.70586
36016,31.85208,-85.42936
37407,35.00206,-85.28961
37716,36.09954,-84.16803
43711,39.84213,-81.57748
46365,41.60762,-86.54079
47541,38.23611,-87.04441
29148,33.53657,-80.34218
60403,41.57225,-88.11385
61018,42.41528,-89.55528
63070,38.28374,-90.42141
66442,39.09328,-96.78981
66536,39.22164,-96.07927
75850,31.13741,-95.9168
83874,47.63915,-115.78438
84512,37.13715,-109.57122
88355,33.36303,-105.66826
89128,36.19682,-115.26436
3770,43.53406,-72.26647
6107,41.75416,-72.75898
18055,40.5892,-75.29957
36037,31.79895,-86.62528
36616,30.72454,-88.08152
37641,36.19901,-82.66422
38104,35.1326,-90.00372
38773,33.60626,-90.77861
39666,31.29094,-90.48192
42154,37.05422,-85.72543
95828,38.48879,-121.39587
41339,37.53586,-83.29614
48813,42.58015,-84.8454
48871,43.15437,-84.67549
49092,42.10005,-84.97579
50171,41.58604,-92.52499
52731,41.967,-90.48643
53190,42.80597,-88.73329
62032,39.11567,-89.28845
67301,37.20891,-95.7534
68731,42.4098,-96.48106
71291,32.57001,-92.182
72571,35.6421,-91.53471
74457,36.03116,-94.81926
74601,36.70063,-97.14621
75661,32.63754,-94.16153
75789,32.10909,-95.09693
1355,42.45289,-72.33044
5669,44.06666,-72.73084
8014,39.81795,-75.35809
92596,33.64367,-117.07644
97217,45.59995,-122.70386
99755,63.69999,-148.62169
11420,40.67358,-73.81787
11718,40.71886,-73.26388
14168,42.52038,-78.99068
16942,41.96248,-77.35216
22485,38.27166,-77.16006
23398,37.5121,-75.94103
24724,37.33081,-81.29975
6801,41.37473,-73.39284
7063,40.60514,-74.4461
11572,40.63232,-73.63686
11780,40.89219,-73.16952
13750,42.47127,-74.84609
16201,40.80913,-79.47288
16666,40.87687,-78.32334
17237,39.83858,-77.54183
24161,36.97848,-79.54437
27923,36.37888,-75.93668
28431,34.31373,-78.83935
94513,37.92338,-121.67505
95222,38.06467,-120.62048
97469,42.92196,-123.42468
32092,29.93407,-81.51364
32195,28.98584,-81.90181
33321,26.21204,-80.2696
35616,34.73885,-88.01897
43933,39.93718,-80.89439
56377,45.6414,-94.22927
57029,43.33754,-97.48028
57064,43.45592,-96.87384
35020,33.40271,-86.95158
35148,33.75635,-87.04551
38379,35.16424,-88.43375
40176,37.92372,-86.34404
41216,37.72903,-82.81382
42045,37.06498,-88.26195
43318,40.30922,-83.91275
43567,41.57568,-84.15406
43802,40.09582,-81.8599
